"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RED_IZO";"IČO";"Zřizovatel";"Území";"ORP";"Plný název";"Zkrácený název";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Telefon";"Fax";"Email 1";"Email 2";"WWW";"Ředitel";"IZO";"Typ";"Druh/typ";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Kapacita"
"600020916";"48135411";"7";"CZ0114";"1111";"Základní škola a Střední škola, Praha 4, Kupeckého 576";"Základní škola a Střední škola";"Kupeckého";"576";"17";"Háje";"14900";"Praha 4";"272 916 650";"272 950 889";"skola@modraskola.cz";"karel.kapralek@modraskola.cz";"www.modraskola.cz";"PhDr. Karel Kaprálek";"110034821";"B00";"Základní škola";"Kupeckého";"576";"17";"Háje";"14900";"Praha 4";"235"
"600020916";"48135411";"7";"CZ0114";"1111";"Základní škola a Střední škola, Praha 4, Kupeckého 576";"Základní škola a Střední škola";"Kupeckého";"576";"17";"Háje";"14900";"Praha 4";"272 916 650";"272 950 889";"skola@modraskola.cz";"karel.kapralek@modraskola.cz";"www.modraskola.cz";"PhDr. Karel Kaprálek";"102113424";"C00";"Střední škola";"Kupeckého";"576";"17";"Háje";"14900";"Praha 4";"36"
"600020916";"48135411";"7";"CZ0114";"1111";"Základní škola a Střední škola, Praha 4, Kupeckého 576";"Základní škola a Střední škola";"Kupeckého";"576";"17";"Háje";"14900";"Praha 4";"272 916 650";"272 950 889";"skola@modraskola.cz";"karel.kapralek@modraskola.cz";"www.modraskola.cz";"PhDr. Karel Kaprálek";"130000256";"G21";"Školní družina";"Kupeckého";"576";"17";"Háje";"14900";"Praha 4";"36"
"600020916";"48135411";"7";"CZ0114";"1111";"Základní škola a Střední škola, Praha 4, Kupeckého 576";"Základní škola a Střední škola";"Kupeckého";"576";"17";"Háje";"14900";"Praha 4";"272 916 650";"272 950 889";"skola@modraskola.cz";"karel.kapralek@modraskola.cz";"www.modraskola.cz";"PhDr. Karel Kaprálek";"110350758";"L11";"Školní jídelna";"Kupeckého";"576";"17";"Háje";"14900";"Praha 4";"500"
"600021106";"68407157";"7";"CZ0116";"1106";"Základní škola speciální a Praktická škola, Praha 6, Rooseveltova 8";"Základní škola spec. a Praktická škola";"Rooseveltova";"169";"8";"Bubeneč";"16000";"Praha 6";"224 322 147";"233 321 044";"info@skolaroos.cz";"eva.klipova@skolaroos.cz";"http://www.skolaroos.cz";"Mgr. Eva Klípová";"102401098";"B00";"Základní škola";"Rooseveltova";"169";"8";"Bubeneč";"16000";"Praha 6";"70"
"600021106";"68407157";"7";"CZ0116";"1106";"Základní škola speciální a Praktická škola, Praha 6, Rooseveltova 8";"Základní škola spec. a Praktická škola";"Rooseveltova";"169";"8";"Bubeneč";"16000";"Praha 6";"224 322 147";"233 321 044";"info@skolaroos.cz";"eva.klipova@skolaroos.cz";"http://www.skolaroos.cz";"Mgr. Eva Klípová";"181016117";"C00";"Střední škola";"Pod Marjánkou";"1900";"2";"Břevnov";"16900";"Praha 6";"16"
"600021106";"68407157";"7";"CZ0116";"1106";"Základní škola speciální a Praktická škola, Praha 6, Rooseveltova 8";"Základní škola spec. a Praktická škola";"Rooseveltova";"169";"8";"Bubeneč";"16000";"Praha 6";"224 322 147";"233 321 044";"info@skolaroos.cz";"eva.klipova@skolaroos.cz";"http://www.skolaroos.cz";"Mgr. Eva Klípová";"110000714";"G21";"Školní družina";"Rooseveltova";"169";"8";"Bubeneč";"16000";"Praha 6";"70"
"600021106";"68407157";"7";"CZ0116";"1106";"Základní škola speciální a Praktická škola, Praha 6, Rooseveltova 8";"Základní škola spec. a Praktická škola";"Rooseveltova";"169";"8";"Bubeneč";"16000";"Praha 6";"224 322 147";"233 321 044";"info@skolaroos.cz";"eva.klipova@skolaroos.cz";"http://www.skolaroos.cz";"Mgr. Eva Klípová";"108000516";"K20";"Speciálně pedag. centrum";"Rooseveltova";"169";"8";"Bubeneč";"16000";"Praha 6";"390"
"600021106";"68407157";"7";"CZ0116";"1106";"Základní škola speciální a Praktická škola, Praha 6, Rooseveltova 8";"Základní škola spec. a Praktická škola";"Rooseveltova";"169";"8";"Bubeneč";"16000";"Praha 6";"224 322 147";"233 321 044";"info@skolaroos.cz";"eva.klipova@skolaroos.cz";"http://www.skolaroos.cz";"Mgr. Eva Klípová";"108000478";"L13";"ŠJ - výdejna";"Rooseveltova";"169";"8";"Bubeneč";"16000";"Praha 6";"70"
"600021327";"70922306";"7";"CZ0114";"1111";"Základní škola a střední škola waldorfská";"ZŠ a střední škola waldorfská";"Křejpského";"1501";"12";"Chodov";"14900";"Praha 4";"272 930 617";"272 930 617";"info@waldorfska.cz";"";"http://www.waldorfska.cz";"Mgr. Magdaléna Vančatová Spáčilová";"110032675";"B00";"Základní škola";"Křejpského";"1501";"12";"Chodov";"14900";"Praha 4";"108"
"600021327";"70922306";"7";"CZ0114";"1111";"Základní škola a střední škola waldorfská";"ZŠ a střední škola waldorfská";"Křejpského";"1501";"12";"Chodov";"14900";"Praha 4";"272 930 617";"272 930 617";"info@waldorfska.cz";"";"http://www.waldorfska.cz";"Mgr. Magdaléna Vančatová Spáčilová";"110350413";"C00";"Střední škola";"Křejpského";"1501";"12";"Chodov";"14900";"Praha 4";"36"
"600021327";"70922306";"7";"CZ0114";"1111";"Základní škola a střední škola waldorfská";"ZŠ a střední škola waldorfská";"Křejpského";"1501";"12";"Chodov";"14900";"Praha 4";"272 930 617";"272 930 617";"info@waldorfska.cz";"";"http://www.waldorfska.cz";"Mgr. Magdaléna Vančatová Spáčilová";"110032683";"G21";"Školní družina";"Křejpského";"1501";"12";"Chodov";"14900";"Praha 4";"36"
"600021327";"70922306";"7";"CZ0114";"1111";"Základní škola a střední škola waldorfská";"ZŠ a střední škola waldorfská";"Křejpského";"1501";"12";"Chodov";"14900";"Praha 4";"272 930 617";"272 930 617";"info@waldorfska.cz";"";"http://www.waldorfska.cz";"Mgr. Magdaléna Vančatová Spáčilová";"181076764";"G22";"Školní klub";"Křejpského";"1501";"12";"Chodov";"14900";"Praha 4";"18"
"600021360";"70835578";"7";"CZ011A";"1110";"Střední škola, Základní škola a Mateřská škola, Praha 10, Chotouňská 476";"Střední škola, ZŠ a MŠ";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"274 774 948,274772936";"274 774 948";"sps.chotounska@zris.mepnet.cz";"specialni.skoly@chotounska.cz";"http://www.chotounska.cz";"PhDr. Josef Novotný, CSc.";"108001687";"A00";"Mateřská škola";"Šrobárova";"1150";"50";"Vinohrady";"10000";"Praha 10";"20"
"600021360";"70835578";"7";"CZ011A";"1110";"Střední škola, Základní škola a Mateřská škola, Praha 10, Chotouňská 476";"Střední škola, ZŠ a MŠ";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"274 774 948,274772936";"274 774 948";"sps.chotounska@zris.mepnet.cz";"specialni.skoly@chotounska.cz";"http://www.chotounska.cz";"PhDr. Josef Novotný, CSc.";"102337993";"B00";"Základní škola";"Šrobárova";"1150";"50";"Vinohrady";"10000";"Praha 10";"108"
"600021360";"70835578";"7";"CZ011A";"1110";"Střední škola, Základní škola a Mateřská škola, Praha 10, Chotouňská 476";"Střední škola, ZŠ a MŠ";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"274 774 948,274772936";"274 774 948";"sps.chotounska@zris.mepnet.cz";"specialni.skoly@chotounska.cz";"http://www.chotounska.cz";"PhDr. Josef Novotný, CSc.";"150076339";"C00";"Střední škola";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"20"
"600021360";"70835578";"7";"CZ011A";"1110";"Střední škola, Základní škola a Mateřská škola, Praha 10, Chotouňská 476";"Střední škola, ZŠ a MŠ";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"274 774 948,274772936";"274 774 948";"sps.chotounska@zris.mepnet.cz";"specialni.skoly@chotounska.cz";"http://www.chotounska.cz";"PhDr. Josef Novotný, CSc.";"110000951";"G21";"Školní družina";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"60"
"600021360";"70835578";"7";"CZ011A";"1110";"Střední škola, Základní škola a Mateřská škola, Praha 10, Chotouňská 476";"Střední škola, ZŠ a MŠ";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"274 774 948,274772936";"274 774 948";"sps.chotounska@zris.mepnet.cz";"specialni.skoly@chotounska.cz";"http://www.chotounska.cz";"PhDr. Josef Novotný, CSc.";"108001725";"K20";"Speciálně pedagogické centrum";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"572"
"600021360";"70835578";"7";"CZ011A";"1110";"Střední škola, Základní škola a Mateřská škola, Praha 10, Chotouňská 476";"Střední škola, ZŠ a MŠ";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"274 774 948,274772936";"274 774 948";"sps.chotounska@zris.mepnet.cz";"specialni.skoly@chotounska.cz";"http://www.chotounska.cz";"PhDr. Josef Novotný, CSc.";"102485542";"L11";"Školní jídelna";"Chotouňská";"476";"1";"Malešice";"10800";"Praha 10";"220"
"600021378";"61385450";"7";"CZ011A";"1122";"Základní škola a Střední škola, Praha 10, Vachkova 941";"Základní škola a Střední škola";"Vachkova";"941";"13";"Uhříněves";"10400";"Praha 10";"267 712 710";"není";"petr.ptacek@zvs.praha.indos.cz";"";"http://www.zsvachkova941.cz";"PaedDr. Petr Ptáček";"47607882";"B00";"Základní škola";"Vachkova";"941";"13";"Uhříněves";"10400";"Praha 10";"85"
"600021378";"61385450";"7";"CZ011A";"1122";"Základní škola a Střední škola, Praha 10, Vachkova 941";"Základní škola a Střední škola";"Vachkova";"941";"13";"Uhříněves";"10400";"Praha 10";"267 712 710";"není";"petr.ptacek@zvs.praha.indos.cz";"";"http://www.zsvachkova941.cz";"PaedDr. Petr Ptáček";"181079607";"C00";"Střední škola";"Vachkova";"941";"13";"Uhříněves";"10400";"Praha 10";"6"
"600021378";"61385450";"7";"CZ011A";"1122";"Základní škola a Střední škola, Praha 10, Vachkova 941";"Základní škola a Střední škola";"Vachkova";"941";"13";"Uhříněves";"10400";"Praha 10";"267 712 710";"není";"petr.ptacek@zvs.praha.indos.cz";"";"http://www.zsvachkova941.cz";"PaedDr. Petr Ptáček";"110000935";"G21";"Školní družina";"Vachkova";"941";"13";"Uhříněves";"10400";"Praha 10";"50"
"600021491";"70841446";"7";"CZ0212";"2102";"Střední škola a Základní škola Beroun, příspěvková organizace";"Střední škola a Základní škola";"Karla Čapka";"1457";"";"Beroun-Město";"26601";"Beroun";"311 621 871";"311 621 871";"zvpsberoun@seznam.cz";"";"http://www.zss-beroun.cz";"PaedDr. Stanislava Dyršmídová";"2050943";"B00";"Základní škola";"Karla Čapka";"1457";"";"Beroun-Město";"26601";"Beroun";"235"
"600021491";"70841446";"7";"CZ0212";"2102";"Střední škola a Základní škola Beroun, příspěvková organizace";"Střední škola a Základní škola";"Karla Čapka";"1457";"";"Beroun-Město";"26601";"Beroun";"311 621 871";"311 621 871";"zvpsberoun@seznam.cz";"";"http://www.zss-beroun.cz";"PaedDr. Stanislava Dyršmídová";"151035709";"C00";"Střední škola";"Karla Čapka";"1457";"";"Beroun-Město";"26601";"Beroun";"28"
"600021491";"70841446";"7";"CZ0212";"2102";"Střední škola a Základní škola Beroun, příspěvková organizace";"Střední škola a Základní škola";"Karla Čapka";"1457";"";"Beroun-Město";"26601";"Beroun";"311 621 871";"311 621 871";"zvpsberoun@seznam.cz";"";"http://www.zss-beroun.cz";"PaedDr. Stanislava Dyršmídová";"110001036";"G21";"Školní družina";"Karla Čapka";"1456";"";"Beroun-Město";"26601";"Beroun";"78"
"600021491";"70841446";"7";"CZ0212";"2102";"Střední škola a Základní škola Beroun, příspěvková organizace";"Střední škola a Základní škola";"Karla Čapka";"1457";"";"Beroun-Město";"26601";"Beroun";"311 621 871";"311 621 871";"zvpsberoun@seznam.cz";"";"http://www.zss-beroun.cz";"PaedDr. Stanislava Dyršmídová";"181051273";"K20";"Speciálně pedagogické centrum";"Karla Čapka";"1456";"";"Beroun-Město";"26601";"Beroun";"-1"
"600021491";"70841446";"7";"CZ0212";"2102";"Střední škola a Základní škola Beroun, příspěvková organizace";"Střední škola a Základní škola";"Karla Čapka";"1457";"";"Beroun-Město";"26601";"Beroun";"311 621 871";"311 621 871";"zvpsberoun@seznam.cz";"";"http://www.zss-beroun.cz";"PaedDr. Stanislava Dyršmídová";"150025254";"L13";"Školní jídelna - výdejna";"Karla Čapka";"1457";"";"Beroun-Město";"26601";"Beroun";"200"
"600021637";"25712853";"5";"CZ0213";"2109";"Soukromá mateřská škola, základní škola a střední škola Slunce, o.p.s.";"Soukromá MŠ, ZŠ a SŠ Slunce, o.p.s.";"Hornická";"410";"";"Stochov";"27303";"Stochov";"312 651 258";"312 651 258";"skola@slunce.info";"stochov@slunce.info";"http://www.slunce.info";"PaedDr. Blanka Dvořáková";"150023995";"A00";"Mateřská škola";"U Mateřské školy";"178";"";"Kyšice";"27351";"Kyšice";"50"
"600021637";"25712853";"5";"CZ0213";"2109";"Soukromá mateřská škola, základní škola a střední škola Slunce, o.p.s.";"Soukromá MŠ, ZŠ a SŠ Slunce, o.p.s.";"Hornická";"410";"";"Stochov";"27303";"Stochov";"312 651 258";"312 651 258";"skola@slunce.info";"stochov@slunce.info";"http://www.slunce.info";"PaedDr. Blanka Dvořáková";"110450060";"B00";"Základní škola";"Hornická";"410";"";"Stochov";"27303";"Stochov";"76"
"600021637";"25712853";"5";"CZ0213";"2109";"Soukromá mateřská škola, základní škola a střední škola Slunce, o.p.s.";"Soukromá MŠ, ZŠ a SŠ Slunce, o.p.s.";"Hornická";"410";"";"Stochov";"27303";"Stochov";"312 651 258";"312 651 258";"skola@slunce.info";"stochov@slunce.info";"http://www.slunce.info";"PaedDr. Blanka Dvořáková";"108002586";"C00";"Střední škola";"Hornická";"410";"";"Stochov";"27303";"Stochov";"30"
"600021637";"25712853";"5";"CZ0213";"2109";"Soukromá mateřská škola, základní škola a střední škola Slunce, o.p.s.";"Soukromá MŠ, ZŠ a SŠ Slunce, o.p.s.";"Hornická";"410";"";"Stochov";"27303";"Stochov";"312 651 258";"312 651 258";"skola@slunce.info";"stochov@slunce.info";"http://www.slunce.info";"PaedDr. Blanka Dvořáková";"108002683";"G21";"Školní družina";"Hornická";"410";"";"Stochov";"27303";"Stochov";"34"
"600021637";"25712853";"5";"CZ0213";"2109";"Soukromá mateřská škola, základní škola a střední škola Slunce, o.p.s.";"Soukromá MŠ, ZŠ a SŠ Slunce, o.p.s.";"Hornická";"410";"";"Stochov";"27303";"Stochov";"312 651 258";"312 651 258";"skola@slunce.info";"stochov@slunce.info";"http://www.slunce.info";"PaedDr. Blanka Dvořáková";"110450086";"G22";"Školní klub";"Hornická";"410";"";"Stochov";"27303";"Stochov";"40"
"600021637";"25712853";"5";"CZ0213";"2109";"Soukromá mateřská škola, základní škola a střední škola Slunce, o.p.s.";"Soukromá MŠ, ZŠ a SŠ Slunce, o.p.s.";"Hornická";"410";"";"Stochov";"27303";"Stochov";"312 651 258";"312 651 258";"skola@slunce.info";"stochov@slunce.info";"http://www.slunce.info";"PaedDr. Blanka Dvořáková";"110012631";"K20";"Spec. pedag. centrum";"Hornická";"410";"";"Stochov";"27303";"Stochov";"1250"
"600021637";"25712853";"5";"CZ0213";"2109";"Soukromá mateřská škola, základní škola a střední škola Slunce, o.p.s.";"Soukromá MŠ, ZŠ a SŠ Slunce, o.p.s.";"Hornická";"410";"";"Stochov";"27303";"Stochov";"312 651 258";"312 651 258";"skola@slunce.info";"stochov@slunce.info";"http://www.slunce.info";"PaedDr. Blanka Dvořáková";"108002772";"L11";"Školní jídelna";"Hornická";"410";"";"Stochov";"27303";"Stochov";"115"
"600021661";"507601";"7";"CZ0213";"2109";"Střední odborné učiliště a Praktická škola Kladno - Vrapice, příspěvková organizace";"Střední odb. učiliště a Praktická škola";"Vrapická";"53";"";"Vrapice";"27203";"Kladno";"312 285 533";"312 285 770";"ucilistevrap@volny.cz";"sedl.reditel@volny.cz";"http://ouvrapice.cz";"Mgr. Ivana Sedláková";"102638519";"C00";"Střední škola";"Vrapická";"53";"";"Vrapice";"27203";"Kladno";"693"
"600021661";"507601";"7";"CZ0213";"2109";"Střední odborné učiliště a Praktická škola Kladno - Vrapice, příspěvková organizace";"Střední odb. učiliště a Praktická škola";"Vrapická";"53";"";"Vrapice";"27203";"Kladno";"312 285 533";"312 285 770";"ucilistevrap@volny.cz";"sedl.reditel@volny.cz";"http://ouvrapice.cz";"Mgr. Ivana Sedláková";"181051354";"K20";"Speciálně pedagogické centrum";"Vrapická";"53";"";"Vrapice";"27203";"Kladno";"-1"
"600021661";"507601";"7";"CZ0213";"2109";"Střední odborné učiliště a Praktická škola Kladno - Vrapice, příspěvková organizace";"Střední odb. učiliště a Praktická škola";"Vrapická";"53";"";"Vrapice";"27203";"Kladno";"312 285 533";"312 285 770";"ucilistevrap@volny.cz";"sedl.reditel@volny.cz";"http://ouvrapice.cz";"Mgr. Ivana Sedláková";"102686840";"L11";"Školní jídelna";"Vrapická";"53";"";"Vrapice";"27203";"Kladno";"500"
"600021670";"70829489";"7";"CZ0214";"2106";"Základní škola a Praktická škola, Český Brod, Žitomířská 1359";"Základní škola a Praktická škola";"Žitomířská";"1359";"";"Český Brod";"28201";"Český Brod";"321 622 300";"není";"zsaprsceskybrod@seznam.cz";"snajdrovamarie@seznam.cz";"http://www.zsaprsceskybrod.wz.cz";"Mgr. Marie Šnajdrová";"2174791";"B00";"Základní škola";"Žitomířská";"1359";"";"Český Brod";"28201";"Český Brod";"95"
"600021670";"70829489";"7";"CZ0214";"2106";"Základní škola a Praktická škola, Český Brod, Žitomířská 1359";"Základní škola a Praktická škola";"Žitomířská";"1359";"";"Český Brod";"28201";"Český Brod";"321 622 300";"není";"zsaprsceskybrod@seznam.cz";"snajdrovamarie@seznam.cz";"http://www.zsaprsceskybrod.wz.cz";"Mgr. Marie Šnajdrová";"151035504";"C00";"Střední škola";"Žitomířská";"1359";"";"Český Brod";"28201";"Český Brod";"40"
"600021670";"70829489";"7";"CZ0214";"2106";"Základní škola a Praktická škola, Český Brod, Žitomířská 1359";"Základní škola a Praktická škola";"Žitomířská";"1359";"";"Český Brod";"28201";"Český Brod";"321 622 300";"není";"zsaprsceskybrod@seznam.cz";"snajdrovamarie@seznam.cz";"http://www.zsaprsceskybrod.wz.cz";"Mgr. Marie Šnajdrová";"110001176";"G21";"Školní družina";"Žitomířská";"1359";"";"Český Brod";"28201";"Český Brod";"55"
"600021696";"70836264";"7";"CZ0219";"2122";"Základní škola a Praktická škola, Kostelec nad Černými lesy, K Jatkám 748";"Základní škola a Praktická škola";"K Jatkám";"748";"";"Kostelec nad Černými lesy";"28163";"Kostelec nad Černými lesy";"321 697 002";"321 697 002";"zvs.kostelec@mybox.cz";"";"http://skola.kostelec.info";"Mgr. Pavla Rývová";"110001257";"B00";"Základní škola";"K Jatkám";"748";"";"Kostelec nad Černými lesy";"28163";"Kostelec nad Černými lesy";"40"
"600021696";"70836264";"7";"CZ0219";"2122";"Základní škola a Praktická škola, Kostelec nad Černými lesy, K Jatkám 748";"Základní škola a Praktická škola";"K Jatkám";"748";"";"Kostelec nad Černými lesy";"28163";"Kostelec nad Černými lesy";"321 697 002";"321 697 002";"zvs.kostelec@mybox.cz";"";"http://skola.kostelec.info";"Mgr. Pavla Rývová";"151015643";"C00";"Střední škola";"K Jatkám";"748";"";"Kostelec nad Černými lesy";"28163";"Kostelec nad Černými lesy";"20"
"600021696";"70836264";"7";"CZ0219";"2122";"Základní škola a Praktická škola, Kostelec nad Černými lesy, K Jatkám 748";"Základní škola a Praktická škola";"K Jatkám";"748";"";"Kostelec nad Černými lesy";"28163";"Kostelec nad Černými lesy";"321 697 002";"321 697 002";"zvs.kostelec@mybox.cz";"";"http://skola.kostelec.info";"Mgr. Pavla Rývová";"110001265";"G21";"Školní družina";"K Jatkám";"748";"";"Kostelec nad Černými lesy";"28163";"Kostelec nad Černými lesy";"18"
"600021696";"70836264";"7";"CZ0219";"2122";"Základní škola a Praktická škola, Kostelec nad Černými lesy, K Jatkám 748";"Základní škola a Praktická škola";"K Jatkám";"748";"";"Kostelec nad Černými lesy";"28163";"Kostelec nad Černými lesy";"321 697 002";"321 697 002";"zvs.kostelec@mybox.cz";"";"http://skola.kostelec.info";"Mgr. Pavla Rývová";"150066996";"G22";"Školní klub";"K Jatkám";"748";"";"Kostelec nad Černými lesy";"28163";"Kostelec nad Černými lesy";"14"
"600021742";"70831378";"7";"CZ0214";"2110";"Základní škola, Mateřská škola a Praktická škola Kolín, příspěvková organizace";"ZŠ, MŠ a PrŠ";"Kutnohorská";"179";"";"Kolín IV";"28002";"Kolín";"321 723 092";"321 713 143";"reditelstvi@zskolin.cz";"ladislava.vavrincova@zskolin.cz";"http://www.zskolin.cz";"Mgr. Ladislava Vavrincová";"2638240";"A00";"Mateřská škola";"Kutnohorská";"179";"";"Kolín IV";"28002";"Kolín";"53"
